,MergedDB EdgeId,Merge DB Source Node ID,Merge DB Target Node ID,Old Edge Id List,Source Label,Target Label
18741,18741,10004,15567,[23287],strawberry (artificially sweetened),whole; natural shape
18742,18742,10004,15573,[23288],strawberry (artificially sweetened),fruit; peel present; core; pit or seed present
18743,18743,10004,15570,[23289],strawberry (artificially sweetened),nonnutritive sweetener added
18744,18744,1395,459,[23292],macaroon,sugar product
18745,18745,10011,15582,[23296],licorice-type candy,whole; shape achieved by forming
18746,18746,10011,15560,[23297],licorice-type candy,fully heat-treated
18747,18747,10011,459,[23298],licorice-type candy,sugar product
18748,18748,10011,15572,[23299],licorice-type candy,flavoring or spice extract or concentrate added
18749,18749,10011,15605,[23300],licorice-type candy,color added
18750,18750,10011,15740,[23301],licorice-type candy,stabilizer added
18751,18751,10012,15582,[23302],crab imperial (in shell),whole; shape achieved by forming
18752,18752,10012,13625,[23303],crab imperial (in shell),skeletal meat part; without bone or shell
18753,18753,10012,12081,[23304],crab imperial (in shell),food contact surface from natural material
18754,18754,10012,15591,[23305],crab imperial (in shell),acidified
18755,18755,10012,2317,"[23306, 23307]",crab imperial (in shell),http://purl.obolibrary.org/obo/FOODON_03460147
18756,18756,10012,15580,[23308],crab imperial (in shell),flavoring; spice or herb added
18757,18757,611,10159,[23312],jam,low sugars food
18758,18758,27,13651,"[23313, 25216]",langostino (frozen),can; bottle or jar
18759,18759,27,2278,"[23314, 25217]",langostino (frozen),solid
18760,18760,27,15560,"[23315, 25218, 40146]",langostino (frozen),fully heat-treated
18761,18761,27,15602,[23316],langostino (frozen),whole animal or most parts used
18762,18762,27,15583,"[23317, 25220]",langostino (frozen),sterilization by heating
18763,18763,10025,8337,[23318],drink milk-derivative-based (with no added sugar),food (liquid)
18764,18764,10025,1528,[23319],drink milk-derivative-based (with no added sugar),29  milk (efg)
18765,18765,10025,7259,[23320],drink milk-derivative-based (with no added sugar),no sugars added claim or use
18766,18766,10026,15560,[23321],pemmican (meatless),fully heat-treated
18767,18767,10026,9476,[23322],pemmican (meatless),protein extract; concentrate or isolate
18768,18768,1122,15562,"[23324, 35839]",blackeyed pea plant,partially heat-treated
18769,18769,1122,15576,[23326],blackeyed pea plant,preservation by freezing
18770,18770,1228,11347,[23332],chickpea flour,finely ground
18771,18771,1228,15561,[23333],chickpea flour,seed; skin present; germ present
18772,18772,1228,15568,[23334],chickpea flour,water removal process
18773,18773,1228,15569,[23335],chickpea flour,preservation by dehydration or drying
18774,18774,2018,2278,[23336],wheat sprout (raw),solid
18775,18775,2018,15565,[23337],wheat sprout (raw),not heat-treated
18776,18776,2018,15721,[23338],wheat sprout (raw),sprout
18777,18777,254,13651,[23339],papaya plant,can; bottle or jar
18778,18778,254,2278,"[23340, 25291, 38103]",papaya plant,solid
18779,18779,254,15560,[23341],papaya plant,fully heat-treated
18780,18780,254,15600,[23342],papaya plant,fruit; peel removed; core; pit or seed removed
18781,18781,254,15583,[23343],papaya plant,sterilization by heating
18782,18782,10032,15585,[23344],goat cheese sauce (food product),liquid; high viscosity; with no visible particles
18783,18783,10032,15563,[23345],goat cheese sauce (food product),curd
18784,18784,10032,2317,"[23346, 23348]",goat cheese sauce (food product),http://purl.obolibrary.org/obo/FOODON_03460147
18785,18785,10032,15619,[23347],goat cheese sauce (food product),spice or herb added
18786,18786,10034,15567,[23349],south african porgy fillet (raw),whole; natural shape
18787,18787,10034,15565,[23350],south african porgy fillet (raw),not heat-treated
18788,18788,10034,13625,[23351],south african porgy fillet (raw),skeletal meat part; without bone or shell
18789,18789,10035,8337,[23352],kombucha tea,food (liquid)
18790,18790,10035,15560,[23353],kombucha tea,fully heat-treated
18791,18791,10035,7229,[23354],kombucha tea,microbial/enzymatic modification process
18792,18792,2019,3729,[23355],chamomile tea,divided into pieces
18793,18793,2019,15565,[23356],chamomile tea,not heat-treated
18794,18794,2019,5890,"[23357, 29071]",chamomile tea,floret or flower
18795,18795,2019,15568,[23358],chamomile tea,water removal process
18796,18796,2019,15569,[23359],chamomile tea,preservation by dehydration or drying
18797,18797,299,15580,[23370],tuna (raw),flavoring; spice or herb added
18798,18798,299,4220,[23371],tuna (raw),packed in gelatin
18799,18799,10041,15582,[23372],maple danish pastry,whole; shape achieved by forming
18800,18800,10041,15560,[23373],maple danish pastry,fully heat-treated
18801,18801,10041,15620,[23374],maple danish pastry,seed; skin removed; germ removed (endosperm)
18802,18802,10041,10226,[23375],maple danish pastry,food baking process
18803,18803,10041,15571,[23376],maple danish pastry,flavoring or taste ingredient added
18804,18804,10041,15586,[23377],maple danish pastry,sugar or sugar syrup added
18805,18805,10041,15603,[23378],maple danish pastry,fat or oil added
18806,18806,10043,15585,[23379],imitation orgeat syrup,liquid; high viscosity; with no visible particles
18807,18807,10043,15560,[23380],imitation orgeat syrup,fully heat-treated
18808,18808,10043,459,[23381],imitation orgeat syrup,sugar product
18809,18809,10043,9419,[23382],imitation orgeat syrup,flavoring added; artificial
18810,18810,453,15582,[23383],halibut fillet (raw),whole; shape achieved by forming
18811,18811,453,15576,[23385],halibut fillet (raw),preservation by freezing
18812,18812,1081,15567,[23386],rutabaga plant,whole; natural shape
18813,18813,1081,15565,[23387],rutabaga plant,not heat-treated
18814,18814,1081,9845,[23388],rutabaga plant,root; tuber or bulb
18815,18815,10045,7233,[23394],linseed bread,whole; shape achieved by forming; thickness bigger than 7 cm.
18816,18816,10045,15560,[23395],linseed bread,fully heat-treated
18817,18817,10045,15620,[23396],linseed bread,seed; skin removed; germ removed (endosperm)
18818,18818,10045,10226,[23397],linseed bread,food baking process
18819,18819,10045,5633,[23398],linseed bread,carbohydrate fermentation process
18820,18820,10045,609,[23399],linseed bread,grain added
18821,18821,1171,15567,[23400],fordhook lima bean plant,whole; natural shape
18822,18822,1171,15565,[23401],fordhook lima bean plant,not heat-treated
18823,18823,1171,15561,[23402],fordhook lima bean plant,seed; skin present; germ present
18824,18824,10047,3729,[23403],beef rib (prime grade; raw),divided into pieces
18825,18825,10047,15565,[23404],beef rib (prime grade; raw),not heat-treated
18826,18826,10047,9207,[23405],beef rib (prime grade; raw),prime grade
18827,18827,10047,6401,[23406],beef rib (prime grade; raw),rib (meat cut)
18828,18828,10047,14061,[23407],beef rib (prime grade; raw),skeletal meat part; without bone; without skin
18829,18829,10048,15582,[23408],peanut cluster (artificially vanilla- and maple-flavored),whole; shape achieved by forming
18830,18830,10048,15560,[23409],peanut cluster (artificially vanilla- and maple-flavored),fully heat-treated
18831,18831,10048,2316,[23410],peanut cluster (artificially vanilla- and maple-flavored),seed; skin present; germ removed
18832,18832,10048,9419,[23411],peanut cluster (artificially vanilla- and maple-flavored),flavoring added; artificial
18833,18833,10048,15586,[23412],peanut cluster (artificially vanilla- and maple-flavored),sugar or sugar syrup added
18834,18834,693,2278,[23413],cassava food product,solid
18835,18835,693,15568,[23415],cassava food product,water removal process
18836,18836,693,15569,[23416],cassava food product,preservation by dehydration or drying
18837,18837,1163,11347,[23417],imitation orange juice beverage base,finely ground
18838,18838,1163,10280,[23418],imitation orange juice beverage base,beverage base; dry
18839,18839,1163,15568,[23419],imitation orange juice beverage base,water removal process
18840,18840,1163,15569,[23420],imitation orange juice beverage base,preservation by dehydration or drying
18841,18841,1163,15570,[23421],imitation orange juice beverage base,nonnutritive sweetener added
18842,18842,1163,15577,[23423],imitation orange juice beverage base,energy special claim or use
18843,18843,10050,2278,[23424],cheese maturing (semi-hard),solid
18844,18844,10050,15563,[23425],cheese maturing (semi-hard),curd
18845,18845,10050,5330,[23426],cheese maturing (semi-hard),lactic acid-other agent fermentation process
18846,18846,10050,8520,[23427],cheese maturing (semi-hard),curing or aging process
18847,18847,10051,1528,[23428],acidified cow milk dairy product,29  milk (efg)
18848,18848,10051,15591,[23429],acidified cow milk dairy product,acidified
18849,18849,1525,15578,"[23441, 34878]",obsolete: cider,fruit part
18850,18850,10061,2278,[23442],sausage with a starch content of more that 6%,solid
18851,18851,10061,15601,[23443],sausage with a starch content of more that 6%,meat part of animal
18852,18852,10061,15647,[23444],sausage with a starch content of more that 6%,starch added
18853,18853,2021,15582,[23452],meat byproduct,whole; shape achieved by forming
18854,18854,2021,15673,"[23453, 25964, 36791]",meat byproduct,animal body or body part
18855,18855,2022,15567,"[23454, 37309]",white corn (raw),whole; natural shape
18856,18856,2022,15565,"[23455, 37310]",white corn (raw),not heat-treated
18857,18857,2022,15561,"[23456, 37311]",white corn (raw),seed; skin present; germ present
18858,18858,10065,15567,[23457],white raisin,whole; natural shape
18859,18859,10065,15700,[23458],white raisin,fruit; peel present
18860,18860,10065,15568,[23459],white raisin,water removal process
18861,18861,10065,15569,[23460],white raisin,preservation by dehydration or drying
18862,18862,10066,816,[23461],pasteurized process cheese spread with fruits vegetables or meats,semisolid with smooth consistency
18863,18863,10066,15562,[23462],pasteurized process cheese spread with fruits vegetables or meats,partially heat-treated
18864,18864,10066,1528,[23463],pasteurized process cheese spread with fruits vegetables or meats,29  milk (efg)
18865,18865,10066,7229,[23464],pasteurized process cheese spread with fruits vegetables or meats,microbial/enzymatic modification process
18866,18866,10066,15564,[23465],pasteurized process cheese spread with fruits vegetables or meats,pasteurization by heating
18867,18867,10066,2317,[23466],pasteurized process cheese spread with fruits vegetables or meats,http://purl.obolibrary.org/obo/FOODON_03460147
18868,18868,10066,11052,[23467],pasteurized process cheese spread with fruits vegetables or meats,obsolete: meat added
18869,18869,10066,7955,[23468],pasteurized process cheese spread with fruits vegetables or meats,obsolete: vegetable added
18870,18870,10067,13,[23469],tropical mix beverage base,obsolete: beverage base
18871,18871,10067,15573,[23470],tropical mix beverage base,fruit; peel present; core; pit or seed present
18872,18872,10067,15591,[23471],tropical mix beverage base,acidified
18873,18873,10067,2317,[23472],tropical mix beverage base,http://purl.obolibrary.org/obo/FOODON_03460147
18874,18874,10067,15605,[23473],tropical mix beverage base,color added
18875,18875,10067,11726,[23474],tropical mix beverage base,artificial fruit flavoring added
18876,18876,10070,809,[23475],hoagie sandwich,whole; shape achieved by forming; thickness <0.3 cm.
18877,18877,10070,15560,[23476],hoagie sandwich,fully heat-treated
18878,18878,10070,14061,[23477],hoagie sandwich,skeletal meat part; without bone; without skin
18879,18879,10070,15598,[23478],hoagie sandwich,food filling process
18880,18880,10070,2317,[23479],hoagie sandwich,http://purl.obolibrary.org/obo/FOODON_03460147
18881,18881,10070,609,[23480],hoagie sandwich,grain added
18882,18882,10070,15603,[23481],hoagie sandwich,fat or oil added
18883,18883,10070,15662,[23482],hoagie sandwich,vegetable fat or oil added
18884,18884,920,2278,[23483],butterfish (raw),solid
18885,18885,920,15565,[23484],butterfish (raw),not heat-treated
18886,18886,920,13548,[23485],butterfish (raw),skeletal meat part
18887,18887,717,15567,[23486],pumpkin (cooked),whole; natural shape
18888,18888,717,15565,[23487],pumpkin (cooked),not heat-treated
18889,18889,717,15573,[23488],pumpkin (cooked),fruit; peel present; core; pit or seed present
18890,18890,10082,727,[23495],horseradish pulp,semisolid with solid pieces
18891,18891,10082,8577,[23496],horseradish pulp,root; tuber or bulb; without peel
18892,18892,10084,15629,[23497],chicken soup with matzo balls,liquid; low viscosity; with solid pieces
18893,18893,10084,15560,[23498],chicken soup with matzo balls,fully heat-treated
18894,18894,10084,609,[23499],chicken soup with matzo balls,grain added
18895,18895,2026,15567,[23500],flying squid,whole; natural shape
18896,18896,2026,15565,[23501],flying squid,not heat-treated
18897,18897,2026,15601,[23502],flying squid,meat part of animal
18898,18898,752,15560,[23504],ice cream mix,fully heat-treated
18899,18899,752,1528,[23506],ice cream mix,29  milk (efg)
18900,18900,752,9419,[23508],ice cream mix,flavoring added; artificial
18901,18901,10085,15599,[23511],fish spread,semisolid
18902,18902,10085,15560,[23512],fish spread,fully heat-treated
18903,18903,10085,13548,[23513],fish spread,skeletal meat part
18904,18904,10085,15603,[23514],fish spread,fat or oil added
18905,18905,10088,15567,[23518],taro root (whole; raw),whole; natural shape
18906,18906,10088,15565,[23519],taro root (whole; raw),not heat-treated
18907,18907,10088,9845,[23520],taro root (whole; raw),root; tuber or bulb
18908,18908,970,15695,"[23522, 28882, 38989]",glucose syrup,D-glucose
18909,18909,4,15605,[23526],vegetable shortening,color added
18910,18910,716,15623,[23532],cauliflower plant,sucrose added
18911,18911,1822,15567,[23533],youngberry (raw),whole; natural shape
18912,18912,1822,15565,[23534],youngberry (raw),not heat-treated
18913,18913,1822,15573,[23535],youngberry (raw),fruit; peel present; core; pit or seed present
18914,18914,10094,727,[23536],hen egg and mushroom spread,semisolid with solid pieces
18915,18915,10094,15640,[23537],hen egg and mushroom spread,whole egg without shell
18916,18916,10094,348,[23538],hen egg and mushroom spread,mushroom food product
18917,18917,10094,15605,[23539],hen egg and mushroom spread,color added
18918,18918,592,15567,[23540],crab claw,whole; natural shape
18919,18919,592,15565,[23541],crab claw,not heat-treated
18920,18920,592,7449,[23542],crab claw,skeletal meat part; with bone or shell
18921,18921,10098,15567,[23543],edible pea pod (fresh),whole; natural shape
18922,18922,10098,15565,[23544],edible pea pod (fresh),not heat-treated
18923,18923,10098,15771,[23545],edible pea pod (fresh),pod containing full-size seeds
18924,18924,2027,15567,[23546],cod roe,whole; natural shape
18925,18925,2027,15565,[23547],cod roe,not heat-treated
18926,18926,2027,15070,[23548],cod roe,ovary; roe
18927,18927,1549,15607,[23549],beef soup,liquid; low viscosity
18928,18928,1549,15560,[23550],beef soup,fully heat-treated
18929,18929,1125,2278,[23556],triggerfish,solid
18930,18930,1125,15565,[23557],triggerfish,not heat-treated
18931,18931,1125,13548,[23558],triggerfish,skeletal meat part
18932,18932,10107,2278,[23559],mushroom in buttered sauce,solid
18933,18933,10107,13697,[23560],mushroom in buttered sauce,whole plant or most parts used
18934,18934,10107,15634,[23561],mushroom in buttered sauce,butter added
18935,18935,10107,13468,[23562],mushroom in buttered sauce,packed in gravy or sauce; dairy or egg component
18936,18936,539,15723,"[23565, 30203, 33907]",apple (raw),fruit; peel removed
18937,18937,10112,816,[23567],imitation pasteurized process cheese spread,semisolid with smooth consistency
18938,18938,10112,15562,[23568],imitation pasteurized process cheese spread,partially heat-treated
18939,18939,10112,15564,[23569],imitation pasteurized process cheese spread,pasteurization by heating
18940,18940,10112,15613,[23570],imitation pasteurized process cheese spread,dairy product added
18941,18941,2029,15567,"[23571, 26751]",brazilnut (shell on),whole; natural shape
18942,18942,2029,15701,[23572],brazilnut (shell on),seed in shell or hull
18943,18943,10117,15757,[23573],obsolete: nutritional food; special,nutrition-related claim or use
18944,18944,10118,11347,[23574],grass protein concentrate powdered,finely ground
18945,18945,10118,9476,[23575],grass protein concentrate powdered,protein extract; concentrate or isolate
18946,18946,10118,15568,[23576],grass protein concentrate powdered,water removal process
18947,18947,10118,15729,[23577],grass protein concentrate powdered,spray-drying
18948,18948,165,15569,[23580],confectionery (us cfr),preservation by dehydration or drying
18949,18949,10121,2278,[23582],salad greens (raw),solid
18950,18950,10121,15565,[23583],salad greens (raw),not heat-treated
18951,18951,10121,15670,[23584],salad greens (raw),plant above surface; excluding fruit and seed
18952,18952,539,2318,[23587],apple (raw),fruit; peel present; core; pit or seed removed
18953,18953,539,10226,[23588],apple (raw),food baking process
18954,18954,539,15619,[23589],apple (raw),spice or herb added
18955,18955,2033,2278,"[23591, 23947]",frigate mackerel (raw),solid
18956,18956,2033,15565,[23592],frigate mackerel (raw),not heat-treated
18957,18957,2033,13548,"[23593, 23949]",frigate mackerel (raw),skeletal meat part
18958,18958,2034,2278,"[23594, 34040]",lingot cheese,solid
18959,18959,2034,15563,"[23595, 34041]",lingot cheese,curd
18960,18960,2034,5330,"[23596, 34042]",lingot cheese,lactic acid-other agent fermentation process
18961,18961,2034,15580,[23597],lingot cheese,flavoring; spice or herb added
18962,18962,10128,727,[23598],pesto sauce,semisolid with solid pieces
18963,18963,10128,15565,[23599],pesto sauce,not heat-treated
18964,18964,10128,15581,[23600],pesto sauce,leaf
18965,18965,10128,15630,[23601],pesto sauce,flavoring; spice or herb added; natural
18966,18966,10128,15662,[23602],pesto sauce,vegetable fat or oil added
18967,18967,10130,13651,[23603],pepper-type carbonated beverage decaffeinated,can; bottle or jar
18968,18968,10130,15566,[23604],pepper-type carbonated beverage decaffeinated,liquid; low viscosity; with no visible particles
18969,18969,10130,15609,[23605],pepper-type carbonated beverage decaffeinated,artificially carbonated
18970,18970,10130,5407,[23606],pepper-type carbonated beverage decaffeinated,decaffeination process
18971,18971,10130,15586,[23607],pepper-type carbonated beverage decaffeinated,sugar or sugar syrup added
18972,18972,10130,15580,[23608],pepper-type carbonated beverage decaffeinated,flavoring; spice or herb added
18973,18973,1823,2278,[23609],edam cheese,solid
18974,18974,1823,15563,[23610],edam cheese,curd
18975,18975,1823,8520,[23611],edam cheese,curing or aging process
18976,18976,1823,15658,[23612],edam cheese,partial fat removal process; 50% or more remaining
18977,18977,1823,7286,[23613],edam cheese,interior bacteria curing process
18978,18978,1596,6398,[23614],barbeque sauce,bottle or jar
18979,18979,1596,15583,"[23619, 28098]",barbeque sauce,sterilization by heating
18980,18980,1596,15571,"[23620, 28099]",barbeque sauce,flavoring or taste ingredient added
18981,18981,10131,816,[23622],avocado puree (frozen),semisolid with smooth consistency
18982,18982,10131,15600,[23623],avocado puree (frozen),fruit; peel removed; core; pit or seed removed
18983,18983,10131,15576,[23624],avocado puree (frozen),preservation by freezing
18984,18984,10132,15578,[23625],pickled fruit in oil,fruit part
18985,18985,10132,15616,[23626],pickled fruit in oil,pickling process
18986,18986,10132,15591,[23627],pickled fruit in oil,acidified
18987,18987,10132,8520,[23628],pickled fruit in oil,curing or aging process
18988,18988,10132,15603,[23629],pickled fruit in oil,fat or oil added
18989,18989,10132,15580,[23630],pickled fruit in oil,flavoring; spice or herb added
18990,18990,10132,11480,[23631],pickled fruit in oil,packed in fat or oil
18991,18991,2035,15684,[23632],nectar (food product),liquid; high viscosity; with small particles
18992,18992,2035,15578,[23633],nectar (food product),fruit part
18993,18993,223,223,[23638],obsolete: gluten,obsolete: gluten
18994,18994,10134,15611,[23639],animal-derived flavor (food product),extract; concentrate or isolate of plant or animal
18995,18995,10135,3729,[23640],burdock root tea (dry),divided into pieces
18996,18996,10135,8577,[23641],burdock root tea (dry),root; tuber or bulb; without peel
18997,18997,10135,15568,[23642],burdock root tea (dry),water removal process
18998,18998,10135,15569,[23643],burdock root tea (dry),preservation by dehydration or drying
18999,18999,10141,15566,[23644],berry cocktail drink,liquid; low viscosity; with no visible particles
19000,19000,10141,15573,[23645],berry cocktail drink,fruit; peel present; core; pit or seed present
19001,19001,10141,15586,[23646],berry cocktail drink,sugar or sugar syrup added
19002,19002,10141,15679,[23647],berry cocktail drink,water addition process
19003,19003,10143,15566,[23648],plum wine,liquid; low viscosity; with no visible particles
19004,19004,10143,15573,[23649],plum wine,fruit; peel present; core; pit or seed present
19005,19005,10143,10464,[23650],plum wine,alcohol fermentation process
19006,19006,10144,175,[23651],fat base formulation for self basting of poultry,fat or oil
19007,19007,10147,11347,[23652],iced tea mix (dry),finely ground
19008,19008,10147,15560,[23653],iced tea mix (dry),fully heat-treated
19009,19009,10147,10280,[23654],iced tea mix (dry),beverage base; dry
19010,19010,10147,15581,[23655],iced tea mix (dry),leaf
19011,19011,10147,15568,[23656],iced tea mix (dry),water removal process
19012,19012,10147,15644,[23657],iced tea mix (dry),instantizing process
19013,19013,10147,15569,[23658],iced tea mix (dry),preservation by dehydration or drying
19014,19014,10148,2278,[23659],freshwater sheepshead (raw),solid
19015,19015,10148,15565,[23660],freshwater sheepshead (raw),not heat-treated
19016,19016,10148,13548,[23661],freshwater sheepshead (raw),skeletal meat part
19017,19017,88,13737,"[23663, 27100]",beverage food product,part of plant
19018,19018,88,10464,"[23664, 24446, 27835]",beverage food product,alcohol fermentation process
19019,19019,88,7623,[23665],beverage food product,food distillation process
19020,19020,10153,11347,[23666],sago,finely ground
19021,19021,10153,4041,[23667],sago,stem or stalk (without leaves)
19022,19022,10153,15568,[23668],sago,water removal process
19023,19023,10153,15569,[23669],sago,preservation by dehydration or drying
19024,19024,10154,2278,[23670],avocado pulp (frozen),solid
19025,19025,10154,15600,[23671],avocado pulp (frozen),fruit; peel removed; core; pit or seed removed
19026,19026,10154,15576,[23672],avocado pulp (frozen),preservation by freezing
19027,19027,720,15561,[23674],beverage mix,seed; skin present; germ present
19028,19028,720,7229,[23675],beverage mix,microbial/enzymatic modification process
19029,19029,720,8520,[23676],beverage mix,curing or aging process
19030,19030,720,15631,"[23677, 36216]",beverage mix,roasting seed process
19031,19031,163,2317,[23683],tomato plant,http://purl.obolibrary.org/obo/FOODON_03460147
19032,19032,115,14232,[23687],pineapple juice (strained),unsweetened claim or use
19033,19033,10162,15599,[23694],jams; jellies; and marmalades; product similar to,semisolid
19034,19034,10162,15560,[23695],jams; jellies; and marmalades; product similar to,fully heat-treated
19035,19035,10162,2317,[23696],jams; jellies; and marmalades; product similar to,http://purl.obolibrary.org/obo/FOODON_03460147
19036,19036,10162,15589,[23697],jams; jellies; and marmalades; product similar to,sweetener added
19037,19037,10163,2278,[23698],fruit topping frozen ready-to-thaw-and-eat,solid
19038,19038,10163,459,[23699],fruit topping frozen ready-to-thaw-and-eat,sugar product
19039,19039,10163,15576,[23700],fruit topping frozen ready-to-thaw-and-eat,preservation by freezing
19040,19040,1417,15565,[23702],mahi mahi (raw),not heat-treated
19041,19041,10164,15757,[23704],nutritional preparation,nutrition-related claim or use
19042,19042,854,15576,[23708],shrimp log,preservation by freezing
19043,19043,2038,2278,[23709],rock lobster tail meat (raw),solid
19044,19044,2038,15560,[23710],rock lobster tail meat (raw),fully heat-treated
19045,19045,2038,13625,[23711],rock lobster tail meat (raw),skeletal meat part; without bone or shell
19046,19046,2039,2278,"[23716, 25861]",cheese with added ingredients processed,solid
19047,19047,2039,15563,"[23717, 25862]",cheese with added ingredients processed,curd
19048,19048,2039,7229,"[23718, 25863]",cheese with added ingredients processed,microbial/enzymatic modification process
19049,19049,2039,15633,"[23719, 25864]",cheese with added ingredients processed,ingredient added (TO BE REVISED)
19050,19050,10171,2278,[23729],obsolete: broiler chicken (not further specified),solid
19051,19051,10171,15626,[23730],obsolete: broiler chicken (not further specified),meat color; undesignated or unknown (deprecated)
19052,19052,10171,6498,[23731],obsolete: broiler chicken (not further specified),skeletal meat part; with bone; with skin
19053,19053,612,15567,[23732],coriander plant,whole; natural shape
19054,19054,612,15565,[23733],coriander plant,not heat-treated
19055,19055,612,15573,[23734],coriander plant,fruit; peel present; core; pit or seed present
19056,19056,612,15568,[23735],coriander plant,water removal process
19057,19057,612,15569,[23736],coriander plant,preservation by dehydration or drying
19058,19058,10174,15684,[23737],strawberry sherbet,liquid; high viscosity; with small particles
19059,19059,10174,15562,[23738],strawberry sherbet,partially heat-treated
19060,19060,10174,1834,[23739],strawberry sherbet,sucrose
19061,19061,10174,15591,[23740],strawberry sherbet,acidified
19062,19062,10174,15576,[23741],strawberry sherbet,preservation by freezing
19063,19063,10174,2317,"[23742, 23743]",strawberry sherbet,http://purl.obolibrary.org/obo/FOODON_03460147
19064,19064,10176,7233,[23744],butter pecan coffee cake,whole; shape achieved by forming; thickness bigger than 7 cm.
19065,19065,10176,15560,[23745],butter pecan coffee cake,fully heat-treated
19066,19066,10176,15620,[23746],butter pecan coffee cake,seed; skin removed; germ removed (endosperm)
19067,19067,10176,10226,[23747],butter pecan coffee cake,food baking process
19068,19068,10176,15623,[23748],butter pecan coffee cake,sucrose added
19069,19069,10176,15648,[23749],butter pecan coffee cake,nut or seed added
19070,19070,10176,2317,"[23750, 23751]",butter pecan coffee cake,http://purl.obolibrary.org/obo/FOODON_03460147
19071,19071,10176,15634,[23752],butter pecan coffee cake,butter added
19072,19072,10177,15560,[23753],oyster stew mix (food product),fully heat-treated
19073,19073,10177,8646,[23754],oyster stew mix (food product),formulated mix
19074,19074,10177,15602,[23755],oyster stew mix (food product),whole animal or most parts used
19075,19075,10177,15580,[23756],oyster stew mix (food product),flavoring; spice or herb added
19076,19076,10177,15613,[23757],oyster stew mix (food product),dairy product added
19077,19077,10179,2278,[23758],banana and mackerel (frozen),solid
19078,19078,10179,15573,[23759],banana and mackerel (frozen),fruit; peel present; core; pit or seed present
19079,19079,10179,15576,[23760],banana and mackerel (frozen),preservation by freezing
19080,19080,10179,2317,[23761],banana and mackerel (frozen),http://purl.obolibrary.org/obo/FOODON_03460147
19081,19081,343,15565,[23763],turbot (frozen),not heat-treated
19082,19082,10182,2060,[23765],hominy feed,seed (treated)
19083,19083,10182,10196,[23766],hominy feed,food alkalization process
19084,19084,10182,2171,[23767],hominy feed,food animal as consumer
19085,19085,483,15579,[23768],cucumber plant,sliced
19086,19086,483,15565,"[23769, 36613]",cucumber plant,not heat-treated
19087,19087,483,15659,[23770],cucumber plant,fruit; peel undetermined; core; pit or seed present
19088,19088,10186,2278,[23771],obsolete: fish product marinated not further specified,solid
19089,19089,10186,15673,[23772],obsolete: fish product marinated not further specified,animal body or body part
19090,19090,10186,15580,[23773],obsolete: fish product marinated not further specified,flavoring; spice or herb added
19091,19091,10186,12796,[23774],obsolete: fish product marinated not further specified,packed in edible medium
19092,19092,10188,727,[23775],pecan pie filling,semisolid with solid pieces
19093,19093,10188,459,[23776],pecan pie filling,sugar product
19094,19094,10188,15648,[23777],pecan pie filling,nut or seed added
19095,19095,10189,809,[23778],roll (seeded),whole; shape achieved by forming; thickness <0.3 cm.
19096,19096,10189,15560,[23779],roll (seeded),fully heat-treated
19097,19097,10189,2060,[23780],roll (seeded),seed (treated)
19098,19098,10189,10226,[23781],roll (seeded),food baking process
19099,19099,10189,5633,[23782],roll (seeded),carbohydrate fermentation process
19100,19100,10189,2317,[23783],roll (seeded),http://purl.obolibrary.org/obo/FOODON_03460147
19101,19101,547,15561,"[23785, 26939, 31427]",wheat (polished),seed; skin present; germ present
19102,19102,10190,15582,[23786],fudge cake,whole; shape achieved by forming
19103,19103,10190,15560,[23787],fudge cake,fully heat-treated
19104,19104,10190,1834,[23788],fudge cake,sucrose
19105,19105,10190,10226,[23789],fudge cake,food baking process
19106,19106,10190,7229,[23790],fudge cake,microbial/enzymatic modification process
19107,19107,10190,8520,[23791],fudge cake,curing or aging process
19108,19108,10190,15719,[23792],fudge cake,wheat plant as food source
19109,19109,10190,15595,[23793],fudge cake,chocolate or cocoa added
19110,19110,10192,816,[23794],fruit yogurt (reduced fat or skim milk),semisolid with smooth consistency
19111,19111,10192,15562,[23795],fruit yogurt (reduced fat or skim milk),partially heat-treated
19112,19112,10192,1528,[23796],fruit yogurt (reduced fat or skim milk),29  milk (efg)
19113,19113,10192,11761,[23797],fruit yogurt (reduced fat or skim milk),lactic acid fermentation process
19114,19114,10192,15655,[23798],fruit yogurt (reduced fat or skim milk),full fat removal process
19115,19115,10192,15564,[23799],fruit yogurt (reduced fat or skim milk),pasteurization by heating
19116,19116,10192,2317,[23800],fruit yogurt (reduced fat or skim milk),http://purl.obolibrary.org/obo/FOODON_03460147
19117,19117,10193,13737,[23801],swine feed,part of plant
19118,19118,10193,609,[23802],swine feed,grain added
19119,19119,10193,2444,[23803],swine feed,pig as consumer
19120,19120,10194,5866,[23804],protein meal,medium ground
19121,19121,10195,15582,[23805],western cake,whole; shape achieved by forming
19122,19122,10195,15560,[23806],western cake,fully heat-treated
19123,19123,10195,13737,[23807],western cake,part of plant
19124,19124,10195,10226,[23808],western cake,food baking process
19125,19125,10195,15586,[23809],western cake,sugar or sugar syrup added
19126,19126,10195,609,[23810],western cake,grain added
19127,19127,10197,2278,[23811],salt water catfish (raw),solid
19128,19128,10197,15565,[23812],salt water catfish (raw),not heat-treated
19129,19129,10197,13548,[23813],salt water catfish (raw),skeletal meat part
19130,19130,10199,15599,[23818],margarine with garlic,semisolid
