,Merge DB Node ID,Merged Nodes Old ID list,label
9093,9093,[10946],fermented apple beverage
9094,9094,[10947],whole animal; skinned; defeathered or scaled; not eviscerated
9095,9095,[10949],snake mackerel
9096,9096,[10950],cutter grade
9097,9097,[10951],18200 - jam; sour cherry (efsa foodex2)
9098,9098,[10952],spaghetti sauce with meatballs
9099,9099,[10954],european filbert nut food product
9100,9100,[10955],fruit drop (naturally flavored)
9101,9101,[10956],mexican bush sage plant
9102,9102,[10957],aluminium can; drum or barrel; plastic coated
9103,9103,[10959],sardine and tomato spread
9104,9104,[10961],greylag goose
9105,9105,[10962],horn snail
9106,9106,[10963],35510 - walnut infusion leaves (efsa foodex2)
9107,9107,[10965],39690 - pasta; filled with meat mix; cooked (efsa foodex2)
9108,9108,[10966],china bean (whole)
9109,9109,[10968],polyethylene - vinyl copolymer container
9110,9110,[10970],tuna frankfurter
9111,9111,[10971],canadian lobster (raw)
9112,9112,[10975],royal spiny lobster
9113,9113,[10976],obsolete: beef hamburger patty
9114,9114,[10979],sorghum malt
9115,9115,[10981],beverage base for addition to milk; flavored
9116,9116,[10982],strawberry raspberry plant
9117,9117,[10983],packed in animal fat or oil
9118,9118,[10984],middle east bread
9119,9119,[10986],pale toadfish
9120,9120,[10988],09410 - fermented vegetables (efsa foodex2)
9121,9121,[10991],corn husk
9122,9122,[10993],cape spiny lobster meat (canned)
9123,9123,[10994],cake roll
9124,9124,[10998],21590 - hungarian-type salami (efsa foodex2)
9125,9125,[11001],italian pork sausage (raw)
9126,9126,[11003],seneca snakeroot plant
9127,9127,[11004],darkling beetle
9128,9128,[11007],30660 - loukoumi (efsa foodex2)
9129,9129,[11012],term editor
9130,9130,[11013],bovid
9131,9131,[11016],powdered cow milk food product
9132,9132,[11017],imitation bread crumb
9133,9133,[11018],morid cod
9134,9134,[11019],29520 - duck eggs (efsa foodex2)
9135,9135,[11021],Iberian ham
9136,9136,[11024],Myrica
9137,9137,[11027],33520 - wine; rosé (efsa foodex2)
9138,9138,[11028],soup seasoning (chicken fat added)
9139,9139,[11030],37410 - rooibos infusion (efsa foodex2)
9140,9140,[11031],20700 - goose edible offal; non-muscle; other than liver and kidney (efsa foodex2)
9141,9141,[11032],double steaming
9142,9142,[11033],30220 - erythritol (efsa foodex2)
9143,9143,[11036],codfish cake canned
9144,9144,[11037],07810 - fungi; mosses and lichens (efsa foodex2)
9145,9145,[11039],mirabelle plum plant
9146,9146,[11042],16580 - limequats (efsa foodex2)
9147,9147,[11045],wing (poultry meat cut)
9148,9148,[11046],fish dinner (frozen)
9149,9149,[11050],bavarian cream
9150,9150,[11051],arctic cod
9151,9151,[11052],bark tea
9152,9152,[11053],shrimp frankfurter
9153,9153,[11054],animal product based flavoring or seasoning
9154,9154,[11055],boyer's sandsmelt
9155,9155,[11056],43680 - sage flavour (efsa foodex2)
9156,9156,[11057],grenadine syrup
9157,9157,[11058],21770 - cooked salami (efsa foodex2)
9158,9158,[11060],butter or other animal fat (eurofir)
9159,9159,[11061],12070 - watermelon seeds (efsa foodex2)
9160,9160,[11062],cottage cheese type spread
9161,9161,[11063],chinese wet noodle
9162,9162,[11066],european ling
9163,9163,[11069],asparagus soup
9164,9164,[11070],french grey shallot plant
9165,9165,[11071],thermosetting polymer container
9166,9166,[11072],00740 - maize meal (efsa foodex2)
9167,9167,[11073],sea aster plant
9168,9168,[11074],grape based alcoholic beverage
9169,9169,[11075],32290 - fruit/vegetable juice concentrate (efsa foodex2)
9170,9170,[11077],15070 - flat peaches (efsa foodex2)
9171,9171,[11078],bread loaf containing wheat
9172,9172,[11079],fruit bonbon
9173,9173,[11080],sauce in pressurised container
9174,9174,[11081],42560 - egg yolk flavour (efsa foodex2)
9175,9175,[11082],40920 - mayonnaise; hollandaise and related sauces (efsa foodex2)
9176,9176,[11083],canadian elder plant
9177,9177,[11087],food (puffed)
9178,9178,[11089],16830 - acerolas (efsa foodex2)
9179,9179,[11090],petits beurres
9180,9180,[11095],northern pink shrimp
9181,9181,[11096],03240 - oat porridge (efsa foodex2)
9182,9182,[11098],rice product flavoring
9183,9183,[11100],varnished tin-plate container
9184,9184,[11101],peanut shell
9185,9185,[11103],collard vegetable food product
9186,9186,[11104],beef suet (raw)
9187,9187,[11107],chosa herring
9188,9188,[11108],06600 - ethiopian eggplants (efsa foodex2)
9189,9189,[11109],butter sauce seasoning mix
9190,9190,[11112],08040 - chanterelles (efsa foodex2)
9191,9191,[11113],10980 - chickling vetches (dry) (efsa foodex2)
9192,9192,[11116],boar fish
9193,9193,[11118],18090 - jam; currants (red) (efsa foodex2)
9194,9194,[11120],25680 - sea-squirts and other tunicates (efsa foodex2)
9195,9195,[11122],ruff family
9196,9196,[11123],cream-type pie (frozen)
9197,9197,[11124],polyvinyl chloride plug
9198,9198,[11126],41920 - avocado flavour (efsa foodex2)
9199,9199,[11127],01  fruits (ccpr)
9200,9200,[11128],has quality
9201,9201,[11129],30910 - animal and vegetable fats and oils and primary derivatives thereof (efsa foodex2)
9202,9202,[11131],40720 - stock cubes or granulate (bouillon base) (efsa foodex2)
9203,9203,[11132],cordyla plant
9204,9204,[11134],runner
9205,9205,[11136],horned puffin
9206,9206,[11137],root; tuber or bulb; with part of top
9207,9207,[11139],prime grade
9208,9208,[11140],alcohol content < 9%
9209,9209,[11141],rollmop (artificially sweetened)
9210,9210,[11143],31010 - maize oil; edible (efsa foodex2)
9211,9211,[11146],fish; acipenseriform
9212,9212,[11147],freezant (codex)
9213,9213,[11148],mostarda di frutta
9214,9214,[11149],galangal plant
9215,9215,[11151],obsolete: ice milk goat milk
9216,9216,[11152],39550 - spring rolls (efsa foodex2)
9217,9217,[11153],058  milled cereal products (early milling stages) (cm) (ccpr)
9218,9218,[11154],frozen dessert made from vegetable fat
9219,9219,[11159],yelloweye mullet
9220,9220,[11162],cuban stone crab
9221,9221,[11163],orange beverage base (naturally and artificially sweetened)
9222,9222,[11164],bratwurst
9223,9223,[11165],obsolete: hemicellulose added
9224,9224,[11166],spread; very low fat
9225,9225,[11167],ham sandwich
9226,9226,[11168],lactic cheese
9227,9227,[11169],35290 - mullein infusion leaves (efsa foodex2)
9228,9228,[11171],09370 - preserved concentrated tomatoes (efsa foodex2)
9229,9229,[11172],cow milk based food product
9230,9230,[11173],glass container; coloured; light weight
9231,9231,[11175],frozen nondairy topping
9232,9232,[11176],energy drink
9233,9233,[11177],muster john henry plant
9234,9234,[11178],27270 - milk powder; skimmed (efsa foodex2)
9235,9235,[11179],bouillon powder
9236,9236,[11180],pacific crayfish (raw)
9237,9237,[11181],19150 - bovine fresh meat (efsa foodex2)
9238,9238,[11184],12540 - american oil palm fruits (efsa foodex2)
9239,9239,[11185],lemon grass stalk
9240,9240,[11191],22890 - paddle fish (efsa foodex2)
9241,9241,[11192],pinniped group
9242,9242,[11193],beef bourguignon
9243,9243,[11194],14600 - cleopatra mandarins (efsa foodex2)
9244,9244,[11195],sugar vinegar
9245,9245,[11196],millet beer food product
9246,9246,[11197],yam; tropical (plant)
9247,9247,[11198],imitation maple- and butter-flavored table syrup
9248,9248,[11199],brazilian pepper tree
9249,9249,[11200],myrtle plant
9250,9250,[11201],32520 - dehydrated/powdered vegetable juice (efsa foodex2)
9251,9251,[11202],south american abalone (raw)
9252,9252,[11204],bobtail squid
9253,9253,[11205],plastic
9254,9254,[11209],climbing fig plant
9255,9255,[11210],27610 - cheese; epoisses (efsa foodex2)
9256,9256,[11211],nelma
9257,9257,[11212],apricot and almond jam
9258,9258,[11213],great black-backed gull
9259,9259,[11214],chocolate-flavored dairy powder (artificially sweetened)
9260,9260,[11215],halal claim or use
9261,9261,[11216],50102100 - vegetables - prepared/processed (gs1 gpc)
9262,9262,[11217],nachos
9263,9263,[11219],carrier (codex)
9264,9264,[11220],bergamot orange plant
9265,9265,[11221],aperitif beverage
9266,9266,[11223],northern fulmar
9267,9267,[11224],foxtail amaranth plant
9268,9268,[11226],filling dairy (frozen)
9269,9269,[11227],wild grape plant
9270,9270,[11228],grape carbonated beverage (artificially colored)
9271,9271,[11232],17090 - spanish limes (efsa foodex2)
9272,9272,[11233],hen egg white hydrolysate
9273,9273,[11234],buttercup squash plant
9274,9274,[11235],cream of broccoli soup
9275,9275,[11236],chicken soup concentrate
9276,9276,[11238],lemon marmalade
9277,9277,[11241],oatmeal (cooked; not drained)
9278,9278,[11242],concord grape (plant)
9279,9279,[11243],28240 - cheese; kasseri (efsa foodex2)
9280,9280,[11244],Bondon cheese food product
9281,9281,[11245],sodium chloride mixt. with potassium chloride
9282,9282,[11246],shad smoked using hot-smoking nitrite-treated
9283,9283,[11248],vermicelli vegetable (enriched)
9284,9284,[11249],rapeseed oil
9285,9285,[11250],33  products for special nutritional use (efg)
9286,9286,[11252],flavor concentrate in tablet form
9287,9287,[11254],lactose free food
9288,9288,[11255],cherry glace
9289,9289,[11258],kaiyomaru rattail
9290,9290,[11259],25690 - sea squirts (efsa foodex2)
9291,9291,[11260],peperoncino food product
9292,9292,[11261],macaroni and mince (meat)
9293,9293,[11262],cake filling
9294,9294,[11263],50192300 - desserts/dessert sauces/toppings (gs1 gpc)
9295,9295,[11264],09430 - pickled / marinated vegetables (efsa foodex2)
9296,9296,[11265],pecan (whole; oil roasted)
9297,9297,[11266],meat scrap
9298,9298,[11269],maple and cane syrup
9299,9299,[11270],rice krispies cereal
9300,9300,[11271],03420 - processed maize-based flakes (efsa foodex2)
9301,9301,[11273],bone meal used in animal feed
9302,9302,[11274],chicken frankfurter
9303,9303,[11277],fruit syrup calorie-reduced
9304,9304,[11279],seahorse
9305,9305,[11281],navy bean flour
9306,9306,[11282],spiral-horned bovine
9307,9307,[11283],butter-flavored candy
9308,9308,[11287],hen egg omelette mix
9309,9309,[11288],turkey croquette
9310,9310,[11289],tea concentrate (liquid)
9311,9311,[11291],shrimp noodle
9312,9312,[11293],yellowtail tuna (in cottonseed oil; smoked)
9313,9313,[11295],papaw and mango chutney
9314,9314,[11296],01920 - pasta; gluten free (efsa foodex2)
9315,9315,[11297],23890 - miscellaneous demersal marine fishes (efsa foodex2)
9316,9316,[11298],cool summer climatic zone
9317,9317,[11299],19740 - ratites; minced meat (efsa foodex2)
9318,9318,[11300],35900 - cinnamon infusion flowers (efsa foodex2)
9319,9319,[11301],39580 - pastas and rice (or other cereal) based dishes (efsa foodex2)
9320,9320,[11303],30090 - sugar beet syrup (efsa foodex2)
9321,9321,[11304],grouse
9322,9322,[11308],spice oleoresins
9323,9323,[11309],safflower oil margarine
9324,9324,[11310],typical owl family
9325,9325,[11312],Ají dulce pepper plant
9326,9326,[11314],beverage can enamel; noncarbonated beverage
9327,9327,[11315],02460 - biscuit with inclusions; filling or coating (efsa foodex2)
9328,9328,[11317],pasteurized blended cheese with fruits vegetables or meats
9329,9329,[11319],giant granadilla plant
9330,9330,[11321],dessert concentrate
9331,9331,[11323],northern sand lance
9332,9332,[11325],21110 - tiroler speck (efsa foodex2)
9333,9333,[11327],21330 - cooked cured (or seasoned) poultry meat (efsa foodex2)
9334,9334,[11330],lobster tomalley (raw)
9335,9335,[11332],levant cotton plant
9336,9336,[11333],17910 - dried fruit (efsa foodex2)
9337,9337,[11335],coca plant
9338,9338,[11338],elephant meat (raw)
9339,9339,[11339],manta family
9340,9340,[11344],goose
9341,9341,[11346],26800 - cream and cream products (efsa foodex2)
9342,9342,[11347],22590 - characins (efsa foodex2)
9343,9343,[11348],mammalian milk for infant
9344,9344,[11349],northern shortfin squid
9345,9345,[11350],shoshone bannock food claim or use
9346,9346,[11354],brown rice miso
9347,9347,[11355],26740 - dromedary milk (efsa foodex2)
9348,9348,[11356],fruit flavor paste
9349,9349,[11358],wellington flying squid
9350,9350,[11360],spring water lobster (raw)
9351,9351,[11362],27240 - milk and dairy powders (efsa foodex2)
9352,9352,[11363],yellow sole
9353,9353,[11364],26010 - insects and arachnids (including species only consumed outside eu) (efsa foodex2)
9354,9354,[11365],pecan candy food product
9355,9355,[11366],panettone
9356,9356,[11367],chaa phluu plant
9357,9357,[11368],shortening with freshness preserver
9358,9358,[11369],boiling
9359,9359,[11372],vegetable fat analog of whipped cream
9360,9360,[11374],searing
9361,9361,[11375],sauce powder
9362,9362,[11376],sydney cupped oyster
9363,9363,[11377],ravioli filling
9364,9364,[11378],blue skin
9365,9365,[11379],25  poultry and poultry products (efg)
9366,9366,[11380],41180 - tomato ketchup and related sauces (efsa foodex2)
9367,9367,[11381],rice cake
9368,9368,[11383],louisiana spiny lobster (raw)
9369,9369,[11387],short-finned eel
9370,9370,[11388],00460 - african rice grain (efsa foodex2)
9371,9371,[11389],16980 - davidsons plum (efsa foodex2)
9372,9372,[11390],03500 - extruded breakfast cereal products (efsa foodex2)
9373,9373,[11391],imitation margarine
9374,9374,[11393],pumpkin pie (baked)
9375,9375,[11394],filtering aid (codex)
9376,9376,[11396],pineapple pie
9377,9377,[11397],imitation flavored beverage base (artificially sweetened)
9378,9378,[11399],emperor
9379,9379,[11401],fruit juice punch beverage base
9380,9380,[11403],bacteria
9381,9381,[11404],dessert preparation (milk-based; unstandardized)
9382,9382,[11405],beef bone marrow extract for flavoring
9383,9383,[11407],bermuda grass plant
9384,9384,[11409],28330 - cheese; morbier (efsa foodex2)
9385,9385,[11410],20230 - wild boar liver (efsa foodex2)
9386,9386,[11411],alaska blueberry plant
9387,9387,[11412],10000599 - grains/flour variety packs (gs1 gpc)
9388,9388,[11414],00180 - black fonio grain (efsa foodex2)
9389,9389,[11415],instant tea powder
9390,9390,[11416],squaw tea (dry)
9391,9391,[11418],muntry plant
9392,9392,[11425],30520 - liquorice candies (efsa foodex2)
9393,9393,[11428],emperor family
9394,9394,[11429],capsules based on gelatin
9395,9395,[11430],multivitamin preparation
9396,9396,[11431],shortening; liquid
9397,9397,[11432],preserved plum
9398,9398,[11435],sugar based cacao food product
9399,9399,[11436],sugar condiment
9400,9400,[11437],angel croaker
9401,9401,[11439],chocolate mousse ball
9402,9402,[11440],16270 - dwarf elderberries (efsa foodex2)
9403,9403,[11441],fish; esociform
9404,9404,[11445],29110 - cheese; cabrales (efsa foodex2)
9405,9405,[11446],blewit
9406,9406,[11447],cassidula
9407,9407,[11451],butterscotch creme pudding
9408,9408,[11452],16330 - saskatoons (efsa foodex2)
9409,9409,[11456],01070 - rice semolina (efsa foodex2)
9410,9410,[11458],14290 - sweeties (efsa foodex2)
9411,9411,[11460],packed in gas mixture
9412,9412,[11464],beverage syrup (lingonberry-flavored)
9413,9413,[11466],arctic smelt
9414,9414,[11468],chocolate crumb
9415,9415,[11471],28290 - cheese; lubelski (efsa foodex2)
9416,9416,[11473],rat-tail anchovy
9417,9417,[11475],chicken head (frozen; ground for feed)
9418,9418,[11478],caribbean lobster
9419,9419,[11479],flavoring added; artificial
9420,9420,[11481],mescal
9421,9421,[11482],imitation fruit flavored drinks and ades (frozen concentrates)
9422,9422,[11483],chilean strawberry plant
9423,9423,[11485],44090 - wine flavour (efsa foodex2)
9424,9424,[11487],maine oyster (raw)
9425,9425,[11488],wuchang bream
9426,9426,[11489],rose wine
9427,9427,[11492],fish; semionotiformes
9428,9428,[11493],forking larkspur plant
9429,9429,[11495],chocolate shortbread cookie
9430,9430,[11496],26120 - structured/textured fish meat products or fish paste (efsa foodex2)
9431,9431,[11498],pike-conger family
9432,9432,[11499],pistachio nut (whole; raw)
9433,9433,[11501],rose hip tea (dry)
9434,9434,[11502],margarine substitute
9435,9435,[11503],grunt family
9436,9436,[11504],new zealand commercial scallop
9437,9437,[11505],olives (canned)
9438,9438,[11507],chocolate or chocolate product (eurofir)
9439,9439,[11508],33960 - egg liqueur (efsa foodex2)
9440,9440,[11510],04650 - fern group (efsa foodex2)
9441,9441,[11513],50192100 - snacks (gs1 gpc)
9442,9442,[11514],morello cherry plant
9443,9443,[11517],fruit dessert food product
9444,9444,[11520],boletes
9445,9445,[11522],24720 - dolphinfish roe (efsa foodex2)
9446,9446,[11525],alaskan native food claim or use
9447,9447,[11527],soft drink mix (unsweetened; powdered)
9448,9448,[11528],ham stick
9449,9449,[11532],pork picnic (cooked; cured)
9450,9450,[11533],suez fusilier
9451,9451,[11535],coffee liqueur drink mix (dry)
9452,9452,[11536],34210 - chicory coffee ingredient (efsa foodex2)
9453,9453,[11537],jellyfish
9454,9454,[11538],plant derived beverage
9455,9455,[11539],butter biscuit and chocolate
9456,9456,[11543],42760 - grape concord flavour (efsa foodex2)
9457,9457,[11545],citrus pulpwash solids
9458,9458,[11546],guitarfish family
9459,9459,[11547],35520 - eastern black walnut infusion leaves (efsa foodex2)
9460,9460,[11548],cotton plant
9461,9461,[11550],080  dried meat and fish products (md) (ccpr)
9462,9462,[11551],38230 - yeast based formulations (efsa foodex2)
9463,9463,[11553],daquiri cake
9464,9464,[11555],sild (raw)
9465,9465,[11556],cream jelly (with a low sugar content)
9466,9466,[11557],36400 - purple echinacea infusion roots (efsa foodex2)
9467,9467,[11558],acronychia plant
9468,9468,[11561],winter turnip rape plant
9469,9469,[11563],tronchuda cabbage (raw)
9470,9470,[11564],butter-flavored cookie
9471,9471,[11565],36140 - st. john's wort infusion flowers (efsa foodex2)
9472,9472,[11566],12810 - woodruff; dry (efsa foodex2)
9473,9473,[11568],09220 - wintergreen leaves (efsa foodex2)
9474,9474,[11570],cheese thin cracker (dietetic)
9475,9475,[11575],red currant preserve or jam
9476,9476,[11576],protein extract; concentrate or isolate
9477,9477,[11577],glass container; aluminum lid; plastic lining
9478,9478,[11581],chinese box thorn plant
9479,9479,[11582],pilchard
9480,9480,[11583],italian cornsalad plant
9481,9481,[11584],wort food product
9482,9482,[11586],greenland shark
9483,9483,[11587],shrimp roe (raw)
9484,9484,[11588],40470 - tapioca starch-based snacks (efsa foodex2)
9485,9485,[11589],jordan almond
9486,9486,[11590],southern hake
9487,9487,[11592],bean leaf (raw)
9488,9488,[11593],tube
9489,9489,[11595],soft drink powder (artificially sweetened)
9490,9490,[11596],plumed scorpionfish
9491,9491,[11597],derives from
9492,9492,[11602],fruit in alcohol
9493,9493,[11603],cacao nib
9494,9494,[11604],northern lobster (raw)
9495,9495,[11605],13780 - black caraway fruit (efsa foodex2)
9496,9496,[11606],13990 - tahiti vanilla (efsa foodex2)
9497,9497,[11607],27850 - soft-ripened cheese with white and blue mould (cambozola type) (efsa foodex2)
9498,9498,[11609],21030 - chicken feet (efsa foodex2)
9499,9499,[11610],beef top loin steak
9500,9500,[11611],22470 - african catfish (efsa foodex2)
9501,9501,[11612],pacific giant oyster
9502,9502,[11613],toadfish family
9503,9503,[11614],myrtle-leaf orange plant
9504,9504,[11616],gravy mix (freeze-dried)
9505,9505,[11617],honey and maple syrup
9506,9506,[11622],USDA SR snacks (2500)
9507,9507,[11624],formosa lobster
9508,9508,[11625],grade p; europe
9509,9509,[11626],28600 - cheese; turunmaa (efsa foodex2)
9510,9510,[11627],sardine in olive oil (canned)
9511,9511,[11628],banana puree
9512,9512,[11629],black currant jam
9513,9513,[11630],yuzu tree
9514,9514,[11631],crayfish soup powder (sterilized)
9515,9515,[11634],apple banana plant
9516,9516,[11637],grape must
9517,9517,[11638],41750 - inulin and other polyfructoses (efsa foodex2)
9518,9518,[11639],food (powdered)
9519,9519,[11642],50261000 - other vegetables (gs1 gpc)
9520,9520,[11643],stir-frying
9521,9521,[11644],edible rock crab
9522,9522,[11645],game meat stock
9523,9523,[11648],USDA SR fruits and fruit juices (0900)
9524,9524,[11651],plant seed cereal food product
9525,9525,[11655],mullein plant
9526,9526,[11658],08  aquatic animal products (ccpr)
9527,9527,[11663],21720 - polish-type cooked sausage (efsa foodex2)
9528,9528,[11664],cordon bleu (dish)
9529,9529,[11666],flavouring additive
9530,9530,[11667],jasmine plant
9531,9531,[11668],ethnic food claim or use
9532,9532,[11670],caraway food product
9533,9533,[11671],36100 - red clover infusion flowers (efsa foodex2)
9534,9534,[11672],black fonio plant
9535,9535,[11673],whiskey sour cocktail (sweetened with saccharin)
9536,9536,[11674],upland cotton plant
9537,9537,[11676],20820 - pig tongue (efsa foodex2)
9538,9538,[11677],steeping
9539,9539,[11678],sea bass fillet (raw)
9540,9540,[11679],three-dimensional spatial region
9541,9541,[11681],egg substitute based on milk protein
9542,9542,[11684],billabong tree
9543,9543,[11685],swiss-style cream cookie
9544,9544,[11688],neutral distilled spirits (us cfr)
9545,9545,[11690],garlic granules
9546,9546,[11693],ma kham dong
9547,9547,[11694],01050 - maize semolina (efsa foodex2)
9548,9548,[11695],00400 - rice grain; long-grain (efsa foodex2)
9549,9549,[11696],butter pecan roll
9550,9550,[11699],forcemeat (food product)
9551,9551,[11700],poring bamboo plant
9552,9552,[11702],belgian waffle
9553,9553,[11703],yellowtail fish
9554,9554,[11705],bubod (food product)
9555,9555,[11706],grape tomato (whole; raw)
9556,9556,[11707],39850 - soups (dry mixture uncooked) (efsa foodex2)
9557,9557,[11708],solid containing small particles (1-4 mm.)
9558,9558,[11712],38040 - nutritionally incomplete formulae (efsa foodex2)
9559,9559,[11714],kola nut (whole; raw)
9560,9560,[11715],gecko
9561,9561,[11717],stargazer family
9562,9562,[11720],japanese huchen
9563,9563,[11722],01270 - rye bread; refined flour (efsa foodex2)
9564,9564,[11723],penshell
9565,9565,[11725],oreo dory
9566,9566,[11729],butter clam
9567,9567,[11730],danube salmon
9568,9568,[11731],42240 - carob flavouring (efsa foodex2)
9569,9569,[11734],pasteurized process gruyere cheese
9570,9570,[11735],peanut butter with bonemeal
9571,9571,[11738],bush onion plant
9572,9572,[11739],vitamin preparation
9573,9573,[11740],28610 - cheese; vacherin fribourgeois (efsa foodex2)
9574,9574,[11742],Hom dong
9575,9575,[11743],black skipjack
9576,9576,[11744],maitake mushroom
9577,9577,[11745],clover honey
9578,9578,[11746],french onion-flavored dip
9579,9579,[11747],10700 - azuki beans (dry) (efsa foodex2)
9580,9580,[11748],nondairy cream
9581,9581,[11749],geopolitical designation
9582,9582,[11750],imitation catsup mix (dry)
9583,9583,[11752],imitation ham-flavored seasoning
9584,9584,[11754],white abalone
9585,9585,[11755],24970 - indo-pacific swamp crab (efsa foodex2)
9586,9586,[11756],sassafras tea (dry)
9587,9587,[11758],spaghetti squash plant
9588,9588,[11759],cheddar cheese bread
9589,9589,[11760],food product by organism
9590,9590,[11765],hydrogenated oil
9591,9591,[11767],37810 - cereals with an added high protein food reconstituted (efsa foodex2)
9592,9592,[11768],linear low density polyethylene container
9593,9593,[11769],dietary supplement; amino acid or protein
9594,9594,[11770],juice (plant derived liquid)
9595,9595,[11771],38610 - fish and seafood based dishes (efsa foodex2)
9596,9596,[11772],vitamin and mineral food supplement food product
9597,9597,[11775],cattail plant
9598,9598,[11779],goat milk beverage
9599,9599,[11784],30300 - table-top sweeteners in powder form (efsa foodex2)
9600,9600,[11785],37420 - peppermint infusion (efsa foodex2)
9601,9601,[11786],cane sugar liquor
9602,9602,[11787],43530 - pork flavour (efsa foodex2)
9603,9603,[11791],flavoring or spice extract or concentrate
9604,9604,[11794],deer meat with wine sauce
9605,9605,[11795],36870 - quassia (infusion bark; wood) (efsa foodex2)
9606,9606,[11797],rooster
9607,9607,[11799],tapioca pearls
9608,9608,[11800],45180 - co-factors to metabolism (efsa foodex2)
9609,9609,[11801],03950 - rutabaga greens (efsa foodex2)
9610,9610,[11802],meadowsweet plant
9611,9611,[11807],rosemary jelly
9612,9612,[11808],carbohydrate extract; concentrate; or isolate
9613,9613,[11812],marshmallow creme
9614,9614,[11813],shrimp cutlet (breaded; frozen)
9615,9615,[11814],10200 - legumes; nuts; oilseeds and spices (efsa foodex2)
9616,9616,[11819],orange and apricot juice drink (diluted)
9617,9617,[11821],triple succotash
9618,9618,[11822],red variety sweet potato (whole; raw; skin on)
9619,9619,[11823],scampi soup
9620,9620,[11824],21870 - cooked bratwurst-type sausage (efsa foodex2)
9621,9621,[11825],06480 - litchi tomatoes (efsa foodex2)
9622,9622,[11827],07890 - horse mushrooms (efsa foodex2)
9623,9623,[11828],night shark
9624,9624,[11829],brown shrimp
9625,9625,[11830],vacherin mont dor cheese food product
9626,9626,[11831],head (plant)
9627,9627,[11833],Canarium album
9628,9628,[11834],10530 - chickling vetches (without pods) (efsa foodex2)
9629,9629,[11835],florence fennel plant
9630,9630,[11838],salmo
9631,9631,[11839],24060 - herrings (efsa foodex2)
9632,9632,[11841],soda water concentrate
9633,9633,[11842],chocolate-flavored skim milk
9634,9634,[11844],black raspberry beverage base (artificially sweetened; vitamin-fortified)
9635,9635,[11847],venison
9636,9636,[11848],bacteroidetes
9637,9637,[11849],almond (dry; roasted)
9638,9638,[11850],evening primrose plant
9639,9639,[11854],cider vinegar
9640,9640,[11855],spaghetti (egg; enriched)
9641,9641,[11857],bean flour
9642,9642,[11858],has synonym
9643,9643,[11860],piri piri
9644,9644,[11861],yellow variety sweet potato (whole; raw; skin onn)
9645,9645,[11862],black skin
9646,9646,[11864],corn relish
9647,9647,[11866],antarctic cutlerfish
9648,9648,[11867],heat drying process
9649,9649,[11868],cheese fat
9650,9650,[11870],threadfin family
9651,9651,[11871],bay anchovy
9652,9652,[11877],mackerel scads (Decapterus spp)
9653,9653,[11879],13150 - annatto seed (efsa foodex2)
9654,9654,[11880],olive flounder
9655,9655,[11881],topping; whipped; edible oil
9656,9656,[11882],USDA SR vegetables and vegetable products (1100)
9657,9657,[11883],striped shore crab
9658,9658,[11885],sunflower seed oil
9659,9659,[11886],johnson's satinash plant
9660,9660,[11887],ramsons plant
9661,9661,[11890],comfrey root
9662,9662,[11892],adjacent to
9663,9663,[11894],bag; sack or pouch
9664,9664,[11895],ribbon cane syrup
9665,9665,[11897],frozen dairy dessert (us cfr)
9666,9666,[11898],00530 - durra grain (efsa foodex2)
9667,9667,[11900],edible sausage casing
9668,9668,[11901],helicidae
9669,9669,[11903],north pacific hake
9670,9670,[11904],luncheon meat
9671,9671,[11905],11920 - mustard seed; field (efsa foodex2)
9672,9672,[11906],root beer beverage base
9673,9673,[11910],15210 - mirabelles (efsa foodex2)
9674,9674,[11911],groundsel plant
9675,9675,[11912],gravlax
9676,9676,[11914],silver gemfish
9677,9677,[11916],01700 - additional bread products (efsa foodex2)
9678,9678,[11917],peanut feed
9679,9679,[11918],betel leaf (food product)
9680,9680,[11919],12680 - hyssop; dry (efsa foodex2)
9681,9681,[11921],pepper vegetable food product
9682,9682,[11923],oat flakes
9683,9683,[11925],mushroom whole in brine
9684,9684,[11926],milkfish family
9685,9685,[11927],04490 - other spinaches and similar leaves (efsa foodex2)
9686,9686,[11929],chocolate custard
9687,9687,[11930],19890 - bovine fat tissue (efsa foodex2)
9688,9688,[11931],cake decoration
9689,9689,[11937],50182000 - sweet bakery products (gs1 gpc)
9690,9690,[11939],16660 - cashew apples (efsa foodex2)
9691,9691,[11940],08500 - bloodwort dock (efsa foodex2)
9692,9692,[11942],rock lobster meat (cooked)
9693,9693,[11947],california needlefish
9694,9694,[11948],giant abalone
9695,9695,[11949],brown sugar syrup
9696,9696,[11950],port nectar
9697,9697,[11951],animal fat or oil refined food product
9698,9698,[11952],03670 - cutting lettuces (efsa foodex2)
9699,9699,[11953],has associated axiom(nl)
9700,9700,[11956],dry mix; unstandardized
9701,9701,[11957],26110 - processed or preserved fish (including processed offal) (efsa foodex2)
9702,9702,[11960],blueberry jam
9703,9703,[11961],crystallized fruit (no added sugar)
9704,9704,[11962],lake whitefish
9705,9705,[11965],ephedra tea (dry)
9706,9706,[11967],manganese added
9707,9707,[11968],nectarine tree
9708,9708,[11969],0840000 - spices; roots or rhizome (ec)
9709,9709,[11971],03030 - waffles (efsa foodex2)
9710,9710,[11972],parore
9711,9711,[11973],02760 - buns (efsa foodex2)
9712,9712,[11975],blueberry muffin mix
9713,9713,[11980],02590 - cream custard cake (efsa foodex2)
9714,9714,[11981],creme de menthe liqueur
